"Donor","Donor_Group_Type","Donor_DAC_Country","Donor_EU_Country","as_of_date","Time_Period","Metric","Data_type","Value"
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2018-01-02",2013,"LDC_ODA_Bilateral","Current Prices",60.74
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2018-01-02",2013,"LDC_ODA_Imputed_Multilateral","Current Prices",0
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2018-01-02",2013,"SSA_ODA","Current Prices",66.02
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2018-01-02",2013,"SSA_ODA_Bilateral","Current Prices",66.02
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2018-01-02",2013,"Total_ODA_ONE","Current Prices",231.04
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2018-01-02",2014,"Africa_Fragile_ODA","Current Prices",57.45
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2018-01-02",2014,"Africa_ODA","Current Prices",135.7
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2018-01-02",2014,"Africa_ODA_Bilateral","Current Prices",114.09
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2018-01-02",2014,"Bilat_ODA_Ex_Debt_Relief","Current Prices",228.91
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2018-01-02",2014,"Fragile_State_ODA","Current Prices",68.54
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2018-01-02",2014,"Fragile_State_ODA_Bilateral","Current Prices",51.44
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2018-01-02",2014,"GNI","Current Prices",0
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2018-01-02",2014,"IA_Bilateral_ODA","Current Prices",228.91
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2018-01-02",2014,"IA6_Debt_Relief","Current Prices",0
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2018-01-02",2014,"IA82_In_Donor_Refugee_Cost","Current Prices",0
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2018-01-02",2014,"IB_Multilateral_ODA","Current Prices",47.92
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2018-01-02",2014,"LDC_ODA","Current Prices",59.85
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2018-01-02",2014,"LDC_ODA_Bilateral","Current Prices",45.91
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2018-01-02",2014,"LDC_ODA_Imputed_Multilateral","Current Prices",13.94
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2018-01-02",2014,"SSA_ODA","Current Prices",68.64
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2018-01-02",2014,"SSA_ODA_Bilateral","Current Prices",49.41
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2018-01-02",2014,"Total_ODA_ONE","Current Prices",276.83
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2018-01-02",2015,"Africa_Fragile_ODA","Current Prices",95.4
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2018-01-02",2015,"Africa_ODA","Current Prices",192.75
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2018-01-02",2015,"Africa_ODA_Bilateral","Current Prices",192.75
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2018-01-02",2015,"Bilat_ODA_Ex_Debt_Relief","Current Prices",304.27
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2018-01-02",2015,"Fragile_State_ODA","Current Prices",126.24
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2018-01-02",2015,"Fragile_State_ODA_Bilateral","Current Prices",126.24
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2018-01-02",2015,"GNI","Current Prices",0
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2018-01-02",2015,"IA_Bilateral_ODA","Current Prices",304.27
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2018-01-02",2015,"IA6_Debt_Relief","Current Prices",0
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2018-01-02",2015,"IA82_In_Donor_Refugee_Cost","Current Prices",0
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2018-01-02",2015,"IB_Multilateral_ODA","Current Prices",0.19
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2018-01-02",2015,"LDC_ODA","Current Prices",100.64
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2018-01-02",2015,"LDC_ODA_Bilateral","Current Prices",100.64
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2018-01-02",2015,"LDC_ODA_Imputed_Multilateral","Current Prices",0
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2018-01-02",2015,"SSA_ODA","Current Prices",102.02
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2018-01-02",2015,"SSA_ODA_Bilateral","Current Prices",102.02
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2018-01-02",2015,"Total_ODA_ONE","Current Prices",304.46
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2018-01-02",2016,"Africa_Fragile_ODA","Current Prices",94.09
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2018-01-02",2016,"Africa_ODA","Current Prices",420.29
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2018-01-02",2016,"Africa_ODA_Bilateral","Current Prices",415.94
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2018-01-02",2016,"Bilat_ODA_Ex_Debt_Relief","Current Prices",1048.15
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2018-01-02",2016,"Fragile_State_ODA","Current Prices",435.27
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2018-01-02",2016,"Fragile_State_ODA_Bilateral","Current Prices",432.22
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2018-01-02",2016,"GNI","Current Prices",0
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2018-01-02",2016,"IA_Bilateral_ODA","Current Prices",1048.15
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2018-01-02",2016,"IA6_Debt_Relief","Current Prices",0
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2018-01-02",2016,"IA82_In_Donor_Refugee_Cost","Current Prices",0
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2018-01-02",2016,"IB_Multilateral_ODA","Current Prices",31.94
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2018-01-02",2016,"LDC_ODA","Current Prices",226.38
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2018-01-02",2016,"LDC_ODA_Bilateral","Current Prices",223.7
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2018-01-02",2016,"LDC_ODA_Imputed_Multilateral","Current Prices",2.68
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2018-01-02",2016,"SSA_ODA","Current Prices",140.66
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2018-01-02",2016,"SSA_ODA_Bilateral","Current Prices",137.18
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2018-01-02",2016,"Total_ODA_ONE","Current Prices",1080.09
"Latvia","Donor","Non-DAC","EU","2018-01-02",2007,"Africa_Fragile_ODA","Current Prices",4.58
"Latvia","Donor","Non-DAC","EU","2018-01-02",2007,"Africa_ODA","Current Prices",6.59
"Latvia","Donor","Non-DAC","EU","2018-01-02",2007,"Africa_ODA_Bilateral","Current Prices",0
"Latvia","Donor","Non-DAC","EU","2018-01-02",2007,"Bilat_ODA_Ex_Debt_Relief","Current Prices",1.46
"Latvia","Donor","Non-DAC","EU","2018-01-02",2007,"Fragile_State_ODA","Current Prices",6.61
"Latvia","Donor","Non-DAC","EU","2018-01-02",2007,"Fragile_State_ODA_Bilateral","Current Prices",0.11
"Latvia","Donor","Non-DAC","EU","2018-01-02",2007,"GNI","Current Prices",26345
"Latvia","Donor","Non-DAC","EU","2018-01-02",2007,"IA_Bilateral_ODA","Current Prices",1.46
"Latvia","Donor","Non-DAC","EU","2018-01-02",2007,"IA6_Debt_Relief","Current Prices",0
"Latvia","Donor","Non-DAC","EU","2018-01-02",2007,"IA82_In_Donor_Refugee_Cost","Current Prices",0
"Latvia","Donor","Non-DAC","EU","2018-01-02",2007,"IB_Multilateral_ODA","Current Prices",14.33
"Latvia","Donor","Non-DAC","EU","2018-01-02",2007,"LDC_ODA","Current Prices",4.95
"Latvia","Donor","Non-DAC","EU","2018-01-02",2007,"LDC_ODA_Bilateral","Current Prices",0.11
"Latvia","Donor","Non-DAC","EU","2018-01-02",2007,"LDC_ODA_Imputed_Multilateral","Current Prices",4.84
"Latvia","Donor","Non-DAC","EU","2018-01-02",2007,"SSA_ODA","Current Prices",5.31
"Latvia","Donor","Non-DAC","EU","2018-01-02",2007,"SSA_ODA_Bilateral","Current Prices",0
"Latvia","Donor","Non-DAC","EU","2018-01-02",2007,"Total_ODA_ONE","Current Prices",15.79
"Latvia","Donor","Non-DAC","EU","2018-01-02",2008,"Africa_Fragile_ODA","Current Prices",0
"Latvia","Donor","Non-DAC","EU","2018-01-02",2008,"Africa_ODA","Current Prices",0
"Latvia","Donor","Non-DAC","EU","2018-01-02",2008,"Africa_ODA_Bilateral","Current Prices",0
"Latvia","Donor","Non-DAC","EU","2018-01-02",2008,"Bilat_ODA_Ex_Debt_Relief","Current Prices",4.25
"Latvia","Donor","Non-DAC","EU","2018-01-02",2008,"Fragile_State_ODA","Current Prices",0.69
"Latvia","Donor","Non-DAC","EU","2018-01-02",2008,"Fragile_State_ODA_Bilateral","Current Prices",0.69
"Latvia","Donor","Non-DAC","EU","2018-01-02",2008,"GNI","Current Prices",33135.2
"Latvia","Donor","Non-DAC","EU","2018-01-02",2008,"IA_Bilateral_ODA","Current Prices",4.25
"Latvia","Donor","Non-DAC","EU","2018-01-02",2008,"IA6_Debt_Relief","Current Prices",0
"Latvia","Donor","Non-DAC","EU","2018-01-02",2008,"IA82_In_Donor_Refugee_Cost","Current Prices",0
"Latvia","Donor","Non-DAC","EU","2018-01-02",2008,"IB_Multilateral_ODA","Current Prices",17.57
"Latvia","Donor","Non-DAC","EU","2018-01-02",2008,"LDC_ODA","Current Prices",0.63
"Latvia","Donor","Non-DAC","EU","2018-01-02",2008,"LDC_ODA_Bilateral","Current Prices",0.63
"Latvia","Donor","Non-DAC","EU","2018-01-02",2008,"LDC_ODA_Imputed_Multilateral","Current Prices",0
"Latvia","Donor","Non-DAC","EU","2018-01-02",2008,"SSA_ODA","Current Prices",0
"Latvia","Donor","Non-DAC","EU","2018-01-02",2008,"SSA_ODA_Bilateral","Current Prices",0
"Latvia","Donor","Non-DAC","EU","2018-01-02",2008,"Total_ODA_ONE","Current Prices",21.82
"Latvia","Donor","Non-DAC","EU","2018-01-02",2009,"Africa_Fragile_ODA","Current Prices",0
"Latvia","Donor","Non-DAC","EU","2018-01-02",2009,"Africa_ODA","Current Prices",0
"Latvia","Donor","Non-DAC","EU","2018-01-02",2009,"Africa_ODA_Bilateral","Current Prices",0
"Latvia","Donor","Non-DAC","EU","2018-01-02",2009,"Bilat_ODA_Ex_Debt_Relief","Current Prices",2
"Latvia","Donor","Non-DAC","EU","2018-01-02",2009,"Fragile_State_ODA","Current Prices",0.18
"Latvia","Donor","Non-DAC","EU","2018-01-02",2009,"Fragile_State_ODA_Bilateral","Current Prices",0.18
"Latvia","Donor","Non-DAC","EU","2018-01-02",2009,"GNI","Current Prices",28162.9
"Latvia","Donor","Non-DAC","EU","2018-01-02",2009,"IA_Bilateral_ODA","Current Prices",2
"Latvia","Donor","Non-DAC","EU","2018-01-02",2009,"IA6_Debt_Relief","Current Prices",0
"Latvia","Donor","Non-DAC","EU","2018-01-02",2009,"IA82_In_Donor_Refugee_Cost","Current Prices",0
"Latvia","Donor","Non-DAC","EU","2018-01-02",2009,"IB_Multilateral_ODA","Current Prices",18.98
"Latvia","Donor","Non-DAC","EU","2018-01-02",2009,"LDC_ODA","Current Prices",0.14
"Latvia","Donor","Non-DAC","EU","2018-01-02",2009,"LDC_ODA_Bilateral","Current Prices",0.14
"Latvia","Donor","Non-DAC","EU","2018-01-02",2009,"LDC_ODA_Imputed_Multilateral","Current Prices",0
"Latvia","Donor","Non-DAC","EU","2018-01-02",2009,"SSA_ODA","Current Prices",0
"Latvia","Donor","Non-DAC","EU","2018-01-02",2009,"SSA_ODA_Bilateral","Current Prices",0
"Latvia","Donor","Non-DAC","EU","2018-01-02",2009,"Total_ODA_ONE","Current Prices",20.98
"Latvia","Donor","Non-DAC","EU","2018-01-02",2010,"Africa_Fragile_ODA","Current Prices",0
"Latvia","Donor","Non-DAC","EU","2018-01-02",2010,"Africa_ODA","Current Prices",0
"Latvia","Donor","Non-DAC","EU","2018-01-02",2010,"Africa_ODA_Bilateral","Current Prices",0
"Latvia","Donor","Non-DAC","EU","2018-01-02",2010,"Bilat_ODA_Ex_Debt_Relief","Current Prices",1.6
"Latvia","Donor","Non-DAC","EU","2018-01-02",2010,"Fragile_State_ODA","Current Prices",0.24
"Latvia","Donor","Non-DAC","EU","2018-01-02",2010,"Fragile_State_ODA_Bilateral","Current Prices",0.24
"Latvia","Donor","Non-DAC","EU","2018-01-02",2010,"GNI","Current Prices",24535.4
"Latvia","Donor","Non-DAC","EU","2018-01-02",2010,"IA_Bilateral_ODA","Current Prices",1.6
"Latvia","Donor","Non-DAC","EU","2018-01-02",2010,"IA6_Debt_Relief","Current Prices",0
"Latvia","Donor","Non-DAC","EU","2018-01-02",2010,"IA82_In_Donor_Refugee_Cost","Current Prices",0
"Latvia","Donor","Non-DAC","EU","2018-01-02",2010,"IB_Multilateral_ODA","Current Prices",14.04
"Latvia","Donor","Non-DAC","EU","2018-01-02",2010,"LDC_ODA","Current Prices",0.24
"Latvia","Donor","Non-DAC","EU","2018-01-02",2010,"LDC_ODA_Bilateral","Current Prices",0.24
"Latvia","Donor","Non-DAC","EU","2018-01-02",2010,"LDC_ODA_Imputed_Multilateral","Current Prices",0
"Latvia","Donor","Non-DAC","EU","2018-01-02",2010,"SSA_ODA","Current Prices",0
"Latvia","Donor","Non-DAC","EU","2018-01-02",2010,"SSA_ODA_Bilateral","Current Prices",0
"Latvia","Donor","Non-DAC","EU","2018-01-02",2010,"Total_ODA_ONE","Current Prices",15.64
"Latvia","Donor","Non-DAC","EU","2018-01-02",2011,"Africa_Fragile_ODA","Current Prices",0.01
"Latvia","Donor","Non-DAC","EU","2018-01-02",2011,"Africa_ODA","Current Prices",0.01
"Latvia","Donor","Non-DAC","EU","2018-01-02",2011,"Africa_ODA_Bilateral","Current Prices",0.01
"Latvia","Donor","Non-DAC","EU","2018-01-02",2011,"Bilat_ODA_Ex_Debt_Relief","Current Prices",1.27
"Latvia","Donor","Non-DAC","EU","2018-01-02",2011,"Fragile_State_ODA","Current Prices",0.16
"Latvia","Donor","Non-DAC","EU","2018-01-02",2011,"Fragile_State_ODA_Bilateral","Current Prices",0.16
"Latvia","Donor","Non-DAC","EU","2018-01-02",2011,"GNI","Current Prices",28243.2
"Latvia","Donor","Non-DAC","EU","2018-01-02",2011,"IA_Bilateral_ODA","Current Prices",1.27
"Latvia","Donor","Non-DAC","EU","2018-01-02",2011,"IA6_Debt_Relief","Current Prices",0
"Latvia","Donor","Non-DAC","EU","2018-01-02",2011,"IA82_In_Donor_Refugee_Cost","Current Prices",0
"Latvia","Donor","Non-DAC","EU","2018-01-02",2011,"IB_Multilateral_ODA","Current Prices",17.86
"Latvia","Donor","Non-DAC","EU","2018-01-02",2011,"LDC_ODA","Current Prices",0.15
"Latvia","Donor","Non-DAC","EU","2018-01-02",2011,"LDC_ODA_Bilateral","Current Prices",0.15
"Latvia","Donor","Non-DAC","EU","2018-01-02",2011,"LDC_ODA_Imputed_Multilateral","Current Prices",0
"Latvia","Donor","Non-DAC","EU","2018-01-02",2011,"SSA_ODA","Current Prices",0
"Latvia","Donor","Non-DAC","EU","2018-01-02",2011,"SSA_ODA_Bilateral","Current Prices",0
"Latvia","Donor","Non-DAC","EU","2018-01-02",2011,"Total_ODA_ONE","Current Prices",19.13
"Latvia","Donor","Non-DAC","EU","2018-01-02",2012,"Africa_Fragile_ODA","Current Prices",5.7
"Latvia","Donor","Non-DAC","EU","2018-01-02",2012,"Africa_ODA","Current Prices",8.76
"Latvia","Donor","Non-DAC","EU","2018-01-02",2012,"Africa_ODA_Bilateral","Current Prices",0
"Latvia","Donor","Non-DAC","EU","2018-01-02",2012,"Bilat_ODA_Ex_Debt_Relief","Current Prices",1.16
"Latvia","Donor","Non-DAC","EU","2018-01-02",2012,"Fragile_State_ODA","Current Prices",7.9
"Latvia","Donor","Non-DAC","EU","2018-01-02",2012,"Fragile_State_ODA_Bilateral","Current Prices",0.33
"Latvia","Donor","Non-DAC","EU","2018-01-02",2012,"GNI","Current Prices",28269.71
"Latvia","Donor","Non-DAC","EU","2018-01-02",2012,"IA_Bilateral_ODA","Current Prices",1.16
"Latvia","Donor","Non-DAC","EU","2018-01-02",2012,"IA6_Debt_Relief","Current Prices",0
"Latvia","Donor","Non-DAC","EU","2018-01-02",2012,"IA82_In_Donor_Refugee_Cost","Current Prices",0
"Latvia","Donor","Non-DAC","EU","2018-01-02",2012,"IB_Multilateral_ODA","Current Prices",19.95
"Latvia","Donor","Non-DAC","EU","2018-01-02",2012,"LDC_ODA","Current Prices",5.2
"Latvia","Donor","Non-DAC","EU","2018-01-02",2012,"LDC_ODA_Bilateral","Current Prices",0.27
"Latvia","Donor","Non-DAC","EU","2018-01-02",2012,"LDC_ODA_Imputed_Multilateral","Current Prices",4.93
"Latvia","Donor","Non-DAC","EU","2018-01-02",2012,"SSA_ODA","Current Prices",6.49
"Latvia","Donor","Non-DAC","EU","2018-01-02",2012,"SSA_ODA_Bilateral","Current Prices",0
"Latvia","Donor","Non-DAC","EU","2018-01-02",2012,"Total_ODA_ONE","Current Prices",21.11
"Latvia","Donor","Non-DAC","EU","2018-01-02",2013,"Africa_Fragile_ODA","Current Prices",5.76
"Latvia","Donor","Non-DAC","EU","2018-01-02",2013,"Africa_ODA","Current Prices",8.69
"Latvia","Donor","Non-DAC","EU","2018-01-02",2013,"Africa_ODA_Bilateral","Current Prices",0.03
"Latvia","Donor","Non-DAC","EU","2018-01-02",2013,"Bilat_ODA_Ex_Debt_Relief","Current Prices",1.45
"Latvia","Donor","Non-DAC","EU","2018-01-02",2013,"Fragile_State_ODA","Current Prices",8.59
"Latvia","Donor","Non-DAC","EU","2018-01-02",2013,"Fragile_State_ODA_Bilateral","Current Prices",0.3
"Latvia","Donor","Non-DAC","EU","2018-01-02",2013,"GNI","Current Prices",31040.6
"Latvia","Donor","Non-DAC","EU","2018-01-02",2013,"IA_Bilateral_ODA","Current Prices",1.45
"Latvia","Donor","Non-DAC","EU","2018-01-02",2013,"IA6_Debt_Relief","Current Prices",0
"Latvia","Donor","Non-DAC","EU","2018-01-02",2013,"IA82_In_Donor_Refugee_Cost","Current Prices",0
"Latvia","Donor","Non-DAC","EU","2018-01-02",2013,"IB_Multilateral_ODA","Current Prices",22.27
"Latvia","Donor","Non-DAC","EU","2018-01-02",2013,"LDC_ODA","Current Prices",6.15
"Latvia","Donor","Non-DAC","EU","2018-01-02",2013,"LDC_ODA_Bilateral","Current Prices",0.22
"Latvia","Donor","Non-DAC","EU","2018-01-02",2013,"LDC_ODA_Imputed_Multilateral","Current Prices",5.93
"Latvia","Donor","Non-DAC","EU","2018-01-02",2013,"SSA_ODA","Current Prices",6.76
"Latvia","Donor","Non-DAC","EU","2018-01-02",2013,"SSA_ODA_Bilateral","Current Prices",0.03
"Latvia","Donor","Non-DAC","EU","2018-01-02",2013,"Total_ODA_ONE","Current Prices",23.72
"Latvia","Donor","Non-DAC","EU","2018-01-02",2014,"Africa_Fragile_ODA","Current Prices",5.29
"Latvia","Donor","Non-DAC","EU","2018-01-02",2014,"Africa_ODA","Current Prices",8.45
"Latvia","Donor","Non-DAC","EU","2018-01-02",2014,"Africa_ODA_Bilateral","Current Prices",0
"Latvia","Donor","Non-DAC","EU","2018-01-02",2014,"Bilat_ODA_Ex_Debt_Relief","Current Prices",2.07
"Latvia","Donor","Non-DAC","EU","2018-01-02",2014,"Fragile_State_ODA","Current Prices",7.72
"Latvia","Donor","Non-DAC","EU","2018-01-02",2014,"Fragile_State_ODA_Bilateral","Current Prices",0.24
"Latvia","Donor","Non-DAC","EU","2018-01-02",2014,"GNI","Current Prices",31613.46
"Latvia","Donor","Non-DAC","EU","2018-01-02",2014,"IA_Bilateral_ODA","Current Prices",2.07
"Latvia","Donor","Non-DAC","EU","2018-01-02",2014,"IA6_Debt_Relief","Current Prices",0
"Latvia","Donor","Non-DAC","EU","2018-01-02",2014,"IA82_In_Donor_Refugee_Cost","Current Prices",0
"Latvia","Donor","Non-DAC","EU","2018-01-02",2014,"IB_Multilateral_ODA","Current Prices",23.3
"Latvia","Donor","Non-DAC","EU","2018-01-02",2014,"LDC_ODA","Current Prices",5.59
"Latvia","Donor","Non-DAC","EU","2018-01-02",2014,"LDC_ODA_Bilateral","Current Prices",0.22
"Latvia","Donor","Non-DAC","EU","2018-01-02",2014,"LDC_ODA_Imputed_Multilateral","Current Prices",5.37
"Latvia","Donor","Non-DAC","EU","2018-01-02",2014,"SSA_ODA","Current Prices",6.23
"Latvia","Donor","Non-DAC","EU","2018-01-02",2014,"SSA_ODA_Bilateral","Current Prices",0
"Latvia","Donor","Non-DAC","EU","2018-01-02",2014,"Total_ODA_ONE","Current Prices",25.37
"Latvia","Donor","Non-DAC","EU","2018-01-02",2015,"Africa_Fragile_ODA","Current Prices",4.31
"Latvia","Donor","Non-DAC","EU","2018-01-02",2015,"Africa_ODA","Current Prices",7.03
"Latvia","Donor","Non-DAC","EU","2018-01-02",2015,"Africa_ODA_Bilateral","Current Prices",0.07
"Latvia","Donor","Non-DAC","EU","2018-01-02",2015,"Bilat_ODA_Ex_Debt_Relief","Current Prices",2.21
"Latvia","Donor","Non-DAC","EU","2018-01-02",2015,"Fragile_State_ODA","Current Prices",6.69
"Latvia","Donor","Non-DAC","EU","2018-01-02",2015,"Fragile_State_ODA_Bilateral","Current Prices",0.32
"Latvia","Donor","Non-DAC","EU","2018-01-02",2015,"GNI","Current Prices",27038.95
"Latvia","Donor","Non-DAC","EU","2018-01-02",2015,"IA_Bilateral_ODA","Current Prices",2.21
"Latvia","Donor","Non-DAC","EU","2018-01-02",2015,"IA6_Debt_Relief","Current Prices",0
"Latvia","Donor","Non-DAC","EU","2018-01-02",2015,"IA82_In_Donor_Refugee_Cost","Current Prices",0.36
"Latvia","Donor","Non-DAC","EU","2018-01-02",2015,"IB_Multilateral_ODA","Current Prices",20.96
"Latvia","Donor","Non-DAC","EU","2018-01-02",2015,"LDC_ODA","Current Prices",4.61
"Latvia","Donor","Non-DAC","EU","2018-01-02",2015,"LDC_ODA_Bilateral","Current Prices",0.14
"Latvia","Donor","Non-DAC","EU","2018-01-02",2015,"LDC_ODA_Imputed_Multilateral","Current Prices",4.47
"Latvia","Donor","Non-DAC","EU","2018-01-02",2015,"SSA_ODA","Current Prices",5.21
"Latvia","Donor","Non-DAC","EU","2018-01-02",2015,"SSA_ODA_Bilateral","Current Prices",0.06
"Latvia","Donor","Non-DAC","EU","2018-01-02",2015,"Total_ODA_ONE","Current Prices",23.17
"Latvia","Donor","Non-DAC","EU","2018-01-02",2016,"Africa_Fragile_ODA","Current Prices",5.46
"Latvia","Donor","Non-DAC","EU","2018-01-02",2016,"Africa_ODA","Current Prices",9.09
"Latvia","Donor","Non-DAC","EU","2018-01-02",2016,"Africa_ODA_Bilateral","Current Prices",0
"Latvia","Donor","Non-DAC","EU","2018-01-02",2016,"Bilat_ODA_Ex_Debt_Relief","Current Prices",3.39
"Latvia","Donor","Non-DAC","EU","2018-01-02",2016,"Fragile_State_ODA","Current Prices",8.41
"Latvia","Donor","Non-DAC","EU","2018-01-02",2016,"Fragile_State_ODA_Bilateral","Current Prices",0.07
"Latvia","Donor","Non-DAC","EU","2018-01-02",2016,"GNI","Current Prices",27758.61
"Latvia","Donor","Non-DAC","EU","2018-01-02",2016,"IA_Bilateral_ODA","Current Prices",3.39
"Latvia","Donor","Non-DAC","EU","2018-01-02",2016,"IA6_Debt_Relief","Current Prices",0
"Latvia","Donor","Non-DAC","EU","2018-01-02",2016,"IA82_In_Donor_Refugee_Cost","Current Prices",1.76
"Latvia","Donor","Non-DAC","EU","2018-01-02",2016,"IB_Multilateral_ODA","Current Prices",26.79
"Latvia","Donor","Non-DAC","EU","2018-01-02",2016,"LDC_ODA","Current Prices",5.95
"Latvia","Donor","Non-DAC","EU","2018-01-02",2016,"LDC_ODA_Bilateral","Current Prices",0.06
"Latvia","Donor","Non-DAC","EU","2018-01-02",2016,"LDC_ODA_Imputed_Multilateral","Current Prices",5.89
"Latvia","Donor","Non-DAC","EU","2018-01-02",2016,"SSA_ODA","Current Prices",6.17
"Latvia","Donor","Non-DAC","EU","2018-01-02",2016,"SSA_ODA_Bilateral","Current Prices",0
"Latvia","Donor","Non-DAC","EU","2018-01-02",2016,"Total_ODA_ONE","Current Prices",30.18
"Liechtenstein","Donor","Non-DAC","EU","2018-01-02",2007,"Africa_Fragile_ODA","Current Prices",0.32
"Liechtenstein","Donor","Non-DAC","EU","2018-01-02",2007,"Africa_ODA","Current Prices",0.43
"Liechtenstein","Donor","Non-DAC","EU","2018-01-02",2007,"Africa_ODA_Bilateral","Current Prices",0
"Liechtenstein","Donor","Non-DAC","EU","2018-01-02",2007,"Bilat_ODA_Ex_Debt_Relief","Current Prices",16.67
"Liechtenstein","Donor","Non-DAC","EU","2018-01-02",2007,"Fragile_State_ODA","Current Prices",0.46
"Liechtenstein","Donor","Non-DAC","EU","2018-01-02",2007,"Fragile_State_ODA_Bilateral","Current Prices",0
"Liechtenstein","Donor","Non-DAC","EU","2018-01-02",2007,"GNI","Current Prices",4122.35
"Liechtenstein","Donor","Non-DAC","EU","2018-01-02",2007,"IA_Bilateral_ODA","Current Prices",16.67
"Liechtenstein","Donor","Non-DAC","EU","2018-01-02",2007,"IA6_Debt_Relief","Current Prices",0
"Liechtenstein","Donor","Non-DAC","EU","2018-01-02",2007,"IA82_In_Donor_Refugee_Cost","Current Prices",0
"Liechtenstein","Donor","Non-DAC","EU","2018-01-02",2007,"IB_Multilateral_ODA","Current Prices",1.3
"Liechtenstein","Donor","Non-DAC","EU","2018-01-02",2007,"LDC_ODA","Current Prices",0.34
"Liechtenstein","Donor","Non-DAC","EU","2018-01-02",2007,"LDC_ODA_Bilateral","Current Prices",0
"Liechtenstein","Donor","Non-DAC","EU","2018-01-02",2007,"LDC_ODA_Imputed_Multilateral","Current Prices",0.34
"Liechtenstein","Donor","Non-DAC","EU","2018-01-02",2007,"SSA_ODA","Current Prices",0.36
"Liechtenstein","Donor","Non-DAC","EU","2018-01-02",2007,"SSA_ODA_Bilateral","Current Prices",0
"Liechtenstein","Donor","Non-DAC","EU","2018-01-02",2007,"Total_ODA_ONE","Current Prices",17.97
"Liechtenstein","Donor","Non-DAC","EU","2018-01-02",2008,"Africa_Fragile_ODA","Current Prices",0
"Liechtenstein","Donor","Non-DAC","EU","2018-01-02",2008,"Africa_ODA","Current Prices",0
"Liechtenstein","Donor","Non-DAC","EU","2018-01-02",2008,"Africa_ODA_Bilateral","Current Prices",0
"Liechtenstein","Donor","Non-DAC","EU","2018-01-02",2008,"Bilat_ODA_Ex_Debt_Relief","Current Prices",20.86
"Liechtenstein","Donor","Non-DAC","EU","2018-01-02",2008,"Fragile_State_ODA","Current Prices",0
"Liechtenstein","Donor","Non-DAC","EU","2018-01-02",2008,"Fragile_State_ODA_Bilateral","Current Prices",0
