"Donor","Donor_Group_Type","Donor_DAC_Country","Donor_EU_Country","as_of_date","Time_Period","Metric","Data_type","Value"
"Greece","Donor","DAC","EU","2017-12-22",2015,"Fragile_State_ODA","Current Prices",56.17
"Greece","Donor","DAC","EU","2017-12-22",2015,"Fragile_State_ODA_Bilateral","Current Prices",3.56
"Greece","Donor","DAC","EU","2017-12-22",2015,"GNI","Current Prices",195784.8
"Greece","Donor","DAC","EU","2017-12-22",2015,"IA_Bilateral_ODA","Current Prices",71.88
"Greece","Donor","DAC","EU","2017-12-22",2015,"IA6_Debt_Relief","Current Prices",0
"Greece","Donor","DAC","EU","2017-12-22",2015,"IA82_In_Donor_Refugee_Cost","Current Prices",59.43
"Greece","Donor","DAC","EU","2017-12-22",2015,"IB_Multilateral_ODA","Current Prices",166.82
"Greece","Donor","DAC","EU","2017-12-22",2015,"LDC_ODA","Current Prices",38.1
"Greece","Donor","DAC","EU","2017-12-22",2015,"LDC_ODA_Bilateral","Current Prices",1.15
"Greece","Donor","DAC","EU","2017-12-22",2015,"LDC_ODA_Imputed_Multilateral","Current Prices",36.95
"Greece","Donor","DAC","EU","2017-12-22",2015,"SSA_ODA","Current Prices",44.03
"Greece","Donor","DAC","EU","2017-12-22",2015,"SSA_ODA_Bilateral","Current Prices",1.29
"Greece","Donor","DAC","EU","2017-12-22",2015,"Total_ODA_ONE","Current Prices",238.7
"Greece","Donor","DAC","EU","2017-12-22",2016,"Africa_Fragile_ODA","Current Prices",NA
"Greece","Donor","DAC","EU","2017-12-22",2016,"Africa_ODA","Current Prices",71.6221366281954
"Greece","Donor","DAC","EU","2017-12-22",2016,"Africa_ODA_Bilateral","Current Prices",2
"Greece","Donor","DAC","EU","2017-12-22",2016,"Bilat_ODA_Ex_Debt_Relief","Current Prices",71
"Greece","Donor","DAC","EU","2017-12-22",2016,"Fragile_State_ODA","Current Prices",NA
"Greece","Donor","DAC","EU","2017-12-22",2016,"Fragile_State_ODA_Bilateral","Current Prices",NA
"Greece","Donor","DAC","EU","2017-12-22",2016,"GNI","Current Prices",194833.57
"Greece","Donor","DAC","EU","2017-12-22",2016,"IA_Bilateral_ODA","Current Prices",71
"Greece","Donor","DAC","EU","2017-12-22",2016,"IA6_Debt_Relief","Current Prices",0
"Greece","Donor","DAC","EU","2017-12-22",2016,"IA82_In_Donor_Refugee_Cost","Current Prices",59
"Greece","Donor","DAC","EU","2017-12-22",2016,"IB_Multilateral_ODA","Current Prices",193
"Greece","Donor","DAC","EU","2017-12-22",2016,"LDC_ODA","Current Prices",45.2422542212047
"Greece","Donor","DAC","EU","2017-12-22",2016,"LDC_ODA_Bilateral","Current Prices",1
"Greece","Donor","DAC","EU","2017-12-22",2016,"LDC_ODA_Imputed_Multilateral","Current Prices",44.2422542212047
"Greece","Donor","DAC","EU","2017-12-22",2016,"SSA_ODA","Current Prices",51.9487495896867
"Greece","Donor","DAC","EU","2017-12-22",2016,"SSA_ODA_Bilateral","Current Prices",1
"Greece","Donor","DAC","EU","2017-12-22",2016,"Total_ODA_ONE","Current Prices",264
"Hungary","Donor","DAC","EU","2017-12-22",2007,"Africa_Fragile_ODA","Current Prices",41.47
"Hungary","Donor","DAC","EU","2017-12-22",2007,"Africa_ODA","Current Prices",50.61
"Hungary","Donor","DAC","EU","2017-12-22",2007,"Africa_ODA_Bilateral","Current Prices",17.93
"Hungary","Donor","DAC","EU","2017-12-22",2007,"Bilat_ODA_Ex_Debt_Relief","Current Prices",33.03
"Hungary","Donor","DAC","EU","2017-12-22",2007,"Fragile_State_ODA","Current Prices",59.37
"Hungary","Donor","DAC","EU","2017-12-22",2007,"Fragile_State_ODA_Bilateral","Current Prices",25.96
"Hungary","Donor","DAC","EU","2017-12-22",2007,"GNI","Current Prices",134285.71
"Hungary","Donor","DAC","EU","2017-12-22",2007,"IA_Bilateral_ODA","Current Prices",33.03
"Hungary","Donor","DAC","EU","2017-12-22",2007,"IA6_Debt_Relief","Current Prices",0
"Hungary","Donor","DAC","EU","2017-12-22",2007,"IA82_In_Donor_Refugee_Cost","Current Prices",0
"Hungary","Donor","DAC","EU","2017-12-22",2007,"IB_Multilateral_ODA","Current Prices",70.44
"Hungary","Donor","DAC","EU","2017-12-22",2007,"LDC_ODA","Current Prices",50.82
"Hungary","Donor","DAC","EU","2017-12-22",2007,"LDC_ODA_Bilateral","Current Prices",25.51
"Hungary","Donor","DAC","EU","2017-12-22",2007,"LDC_ODA_Imputed_Multilateral","Current Prices",25.31
"Hungary","Donor","DAC","EU","2017-12-22",2007,"SSA_ODA","Current Prices",44.82
"Hungary","Donor","DAC","EU","2017-12-22",2007,"SSA_ODA_Bilateral","Current Prices",17.8
"Hungary","Donor","DAC","EU","2017-12-22",2007,"Total_ODA_ONE","Current Prices",103.47
"Hungary","Donor","DAC","EU","2017-12-22",2008,"Africa_Fragile_ODA","Current Prices",27.51
"Hungary","Donor","DAC","EU","2017-12-22",2008,"Africa_ODA","Current Prices",39.66
"Hungary","Donor","DAC","EU","2017-12-22",2008,"Africa_ODA_Bilateral","Current Prices",0.16
"Hungary","Donor","DAC","EU","2017-12-22",2008,"Bilat_ODA_Ex_Debt_Relief","Current Prices",15.45
"Hungary","Donor","DAC","EU","2017-12-22",2008,"Fragile_State_ODA","Current Prices",44.11
"Hungary","Donor","DAC","EU","2017-12-22",2008,"Fragile_State_ODA_Bilateral","Current Prices",4.73
"Hungary","Donor","DAC","EU","2017-12-22",2008,"GNI","Current Prices",142316.65
"Hungary","Donor","DAC","EU","2017-12-22",2008,"IA_Bilateral_ODA","Current Prices",15.45
"Hungary","Donor","DAC","EU","2017-12-22",2008,"IA6_Debt_Relief","Current Prices",0
"Hungary","Donor","DAC","EU","2017-12-22",2008,"IA82_In_Donor_Refugee_Cost","Current Prices",0
"Hungary","Donor","DAC","EU","2017-12-22",2008,"IB_Multilateral_ODA","Current Prices",91.49
"Hungary","Donor","DAC","EU","2017-12-22",2008,"LDC_ODA","Current Prices",35.45
"Hungary","Donor","DAC","EU","2017-12-22",2008,"LDC_ODA_Bilateral","Current Prices",4.49
"Hungary","Donor","DAC","EU","2017-12-22",2008,"LDC_ODA_Imputed_Multilateral","Current Prices",30.96
"Hungary","Donor","DAC","EU","2017-12-22",2008,"SSA_ODA","Current Prices",33.66
"Hungary","Donor","DAC","EU","2017-12-22",2008,"SSA_ODA_Bilateral","Current Prices",0.1
"Hungary","Donor","DAC","EU","2017-12-22",2008,"Total_ODA_ONE","Current Prices",106.94
"Hungary","Donor","DAC","EU","2017-12-22",2009,"Africa_Fragile_ODA","Current Prices",23.15
"Hungary","Donor","DAC","EU","2017-12-22",2009,"Africa_ODA","Current Prices",37.49
"Hungary","Donor","DAC","EU","2017-12-22",2009,"Africa_ODA_Bilateral","Current Prices",0.81
"Hungary","Donor","DAC","EU","2017-12-22",2009,"Bilat_ODA_Ex_Debt_Relief","Current Prices",29.6
"Hungary","Donor","DAC","EU","2017-12-22",2009,"Fragile_State_ODA","Current Prices",45.44
"Hungary","Donor","DAC","EU","2017-12-22",2009,"Fragile_State_ODA_Bilateral","Current Prices",11.36
"Hungary","Donor","DAC","EU","2017-12-22",2009,"GNI","Current Prices",122778.88
"Hungary","Donor","DAC","EU","2017-12-22",2009,"IA_Bilateral_ODA","Current Prices",29.6
"Hungary","Donor","DAC","EU","2017-12-22",2009,"IA6_Debt_Relief","Current Prices",0
"Hungary","Donor","DAC","EU","2017-12-22",2009,"IA82_In_Donor_Refugee_Cost","Current Prices",0
"Hungary","Donor","DAC","EU","2017-12-22",2009,"IB_Multilateral_ODA","Current Prices",87.32
"Hungary","Donor","DAC","EU","2017-12-22",2009,"LDC_ODA","Current Prices",36.96
"Hungary","Donor","DAC","EU","2017-12-22",2009,"LDC_ODA_Bilateral","Current Prices",10.48
"Hungary","Donor","DAC","EU","2017-12-22",2009,"LDC_ODA_Imputed_Multilateral","Current Prices",26.48
"Hungary","Donor","DAC","EU","2017-12-22",2009,"SSA_ODA","Current Prices",32.6
"Hungary","Donor","DAC","EU","2017-12-22",2009,"SSA_ODA_Bilateral","Current Prices",0.61
"Hungary","Donor","DAC","EU","2017-12-22",2009,"Total_ODA_ONE","Current Prices",116.92
"Hungary","Donor","DAC","EU","2017-12-22",2010,"Africa_Fragile_ODA","Current Prices",29.16
"Hungary","Donor","DAC","EU","2017-12-22",2010,"Africa_ODA","Current Prices",39.58
"Hungary","Donor","DAC","EU","2017-12-22",2010,"Africa_ODA_Bilateral","Current Prices",0.94
"Hungary","Donor","DAC","EU","2017-12-22",2010,"Bilat_ODA_Ex_Debt_Relief","Current Prices",28.36
"Hungary","Donor","DAC","EU","2017-12-22",2010,"Fragile_State_ODA","Current Prices",48.49
"Hungary","Donor","DAC","EU","2017-12-22",2010,"Fragile_State_ODA_Bilateral","Current Prices",7.64
"Hungary","Donor","DAC","EU","2017-12-22",2010,"GNI","Current Prices",123849.06
"Hungary","Donor","DAC","EU","2017-12-22",2010,"IA_Bilateral_ODA","Current Prices",28.36
"Hungary","Donor","DAC","EU","2017-12-22",2010,"IA6_Debt_Relief","Current Prices",0
"Hungary","Donor","DAC","EU","2017-12-22",2010,"IA82_In_Donor_Refugee_Cost","Current Prices",0
"Hungary","Donor","DAC","EU","2017-12-22",2010,"IB_Multilateral_ODA","Current Prices",85.98
"Hungary","Donor","DAC","EU","2017-12-22",2010,"LDC_ODA","Current Prices",40.38
"Hungary","Donor","DAC","EU","2017-12-22",2010,"LDC_ODA_Bilateral","Current Prices",6.95
"Hungary","Donor","DAC","EU","2017-12-22",2010,"LDC_ODA_Imputed_Multilateral","Current Prices",33.43
"Hungary","Donor","DAC","EU","2017-12-22",2010,"SSA_ODA","Current Prices",35.29
"Hungary","Donor","DAC","EU","2017-12-22",2010,"SSA_ODA_Bilateral","Current Prices",0.78
"Hungary","Donor","DAC","EU","2017-12-22",2010,"Total_ODA_ONE","Current Prices",114.34
"Hungary","Donor","DAC","EU","2017-12-22",2011,"Africa_Fragile_ODA","Current Prices",22.89
"Hungary","Donor","DAC","EU","2017-12-22",2011,"Africa_ODA","Current Prices",38.64
"Hungary","Donor","DAC","EU","2017-12-22",2011,"Africa_ODA_Bilateral","Current Prices",0.71
"Hungary","Donor","DAC","EU","2017-12-22",2011,"Bilat_ODA_Ex_Debt_Relief","Current Prices",33.15
"Hungary","Donor","DAC","EU","2017-12-22",2011,"Fragile_State_ODA","Current Prices",40.35
"Hungary","Donor","DAC","EU","2017-12-22",2011,"Fragile_State_ODA_Bilateral","Current Prices",8.33
"Hungary","Donor","DAC","EU","2017-12-22",2011,"GNI","Current Prices",129699.89
"Hungary","Donor","DAC","EU","2017-12-22",2011,"IA_Bilateral_ODA","Current Prices",33.15
"Hungary","Donor","DAC","EU","2017-12-22",2011,"IA6_Debt_Relief","Current Prices",0
"Hungary","Donor","DAC","EU","2017-12-22",2011,"IA82_In_Donor_Refugee_Cost","Current Prices",0
"Hungary","Donor","DAC","EU","2017-12-22",2011,"IB_Multilateral_ODA","Current Prices",106.58
"Hungary","Donor","DAC","EU","2017-12-22",2011,"LDC_ODA","Current Prices",32.4
"Hungary","Donor","DAC","EU","2017-12-22",2011,"LDC_ODA_Bilateral","Current Prices",7.59
"Hungary","Donor","DAC","EU","2017-12-22",2011,"LDC_ODA_Imputed_Multilateral","Current Prices",24.81
"Hungary","Donor","DAC","EU","2017-12-22",2011,"SSA_ODA","Current Prices",29.73
"Hungary","Donor","DAC","EU","2017-12-22",2011,"SSA_ODA_Bilateral","Current Prices",0.46
"Hungary","Donor","DAC","EU","2017-12-22",2011,"Total_ODA_ONE","Current Prices",139.73
"Hungary","Donor","DAC","EU","2017-12-22",2012,"Africa_Fragile_ODA","Current Prices",27.5
"Hungary","Donor","DAC","EU","2017-12-22",2012,"Africa_ODA","Current Prices",41.7
"Hungary","Donor","DAC","EU","2017-12-22",2012,"Africa_ODA_Bilateral","Current Prices",0.9
"Hungary","Donor","DAC","EU","2017-12-22",2012,"Bilat_ODA_Ex_Debt_Relief","Current Prices",21.77
"Hungary","Donor","DAC","EU","2017-12-22",2012,"Fragile_State_ODA","Current Prices",38.15
"Hungary","Donor","DAC","EU","2017-12-22",2012,"Fragile_State_ODA_Bilateral","Current Prices",2.85
"Hungary","Donor","DAC","EU","2017-12-22",2012,"GNI","Current Prices",119342.77
"Hungary","Donor","DAC","EU","2017-12-22",2012,"IA_Bilateral_ODA","Current Prices",21.77
"Hungary","Donor","DAC","EU","2017-12-22",2012,"IA6_Debt_Relief","Current Prices",0
"Hungary","Donor","DAC","EU","2017-12-22",2012,"IA82_In_Donor_Refugee_Cost","Current Prices",0
"Hungary","Donor","DAC","EU","2017-12-22",2012,"IB_Multilateral_ODA","Current Prices",96.61
"Hungary","Donor","DAC","EU","2017-12-22",2012,"LDC_ODA","Current Prices",25.52
"Hungary","Donor","DAC","EU","2017-12-22",2012,"LDC_ODA_Bilateral","Current Prices",2.11
"Hungary","Donor","DAC","EU","2017-12-22",2012,"LDC_ODA_Imputed_Multilateral","Current Prices",23.41
"Hungary","Donor","DAC","EU","2017-12-22",2012,"SSA_ODA","Current Prices",30.7
"Hungary","Donor","DAC","EU","2017-12-22",2012,"SSA_ODA_Bilateral","Current Prices",0.72
"Hungary","Donor","DAC","EU","2017-12-22",2012,"Total_ODA_ONE","Current Prices",118.38
"Hungary","Donor","DAC","EU","2017-12-22",2013,"Africa_Fragile_ODA","Current Prices",25.62
"Hungary","Donor","DAC","EU","2017-12-22",2013,"Africa_ODA","Current Prices",37.82
"Hungary","Donor","DAC","EU","2017-12-22",2013,"Africa_ODA_Bilateral","Current Prices",1.03
"Hungary","Donor","DAC","EU","2017-12-22",2013,"Bilat_ODA_Ex_Debt_Relief","Current Prices",34.28
"Hungary","Donor","DAC","EU","2017-12-22",2013,"Fragile_State_ODA","Current Prices",36.85
"Hungary","Donor","DAC","EU","2017-12-22",2013,"Fragile_State_ODA_Bilateral","Current Prices",2.29
"Hungary","Donor","DAC","EU","2017-12-22",2013,"GNI","Current Prices",124410.53
"Hungary","Donor","DAC","EU","2017-12-22",2013,"IA_Bilateral_ODA","Current Prices",34.28
"Hungary","Donor","DAC","EU","2017-12-22",2013,"IA6_Debt_Relief","Current Prices",0
"Hungary","Donor","DAC","EU","2017-12-22",2013,"IA82_In_Donor_Refugee_Cost","Current Prices",0
"Hungary","Donor","DAC","EU","2017-12-22",2013,"IB_Multilateral_ODA","Current Prices",93.9
"Hungary","Donor","DAC","EU","2017-12-22",2013,"LDC_ODA","Current Prices",27.01
"Hungary","Donor","DAC","EU","2017-12-22",2013,"LDC_ODA_Bilateral","Current Prices",1.36
"Hungary","Donor","DAC","EU","2017-12-22",2013,"LDC_ODA_Imputed_Multilateral","Current Prices",25.65
"Hungary","Donor","DAC","EU","2017-12-22",2013,"SSA_ODA","Current Prices",30.04
"Hungary","Donor","DAC","EU","2017-12-22",2013,"SSA_ODA_Bilateral","Current Prices",0.88
"Hungary","Donor","DAC","EU","2017-12-22",2013,"Total_ODA_ONE","Current Prices",128.18
"Hungary","Donor","DAC","EU","2017-12-22",2014,"Africa_Fragile_ODA","Current Prices",27.99
"Hungary","Donor","DAC","EU","2017-12-22",2014,"Africa_ODA","Current Prices",43.35
"Hungary","Donor","DAC","EU","2017-12-22",2014,"Africa_ODA_Bilateral","Current Prices",0.95
"Hungary","Donor","DAC","EU","2017-12-22",2014,"Bilat_ODA_Ex_Debt_Relief","Current Prices",30.1
"Hungary","Donor","DAC","EU","2017-12-22",2014,"Fragile_State_ODA","Current Prices",40.56
"Hungary","Donor","DAC","EU","2017-12-22",2014,"Fragile_State_ODA_Bilateral","Current Prices",1.41
"Hungary","Donor","DAC","EU","2017-12-22",2014,"GNI","Current Prices",132219.58
"Hungary","Donor","DAC","EU","2017-12-22",2014,"IA_Bilateral_ODA","Current Prices",30.1
"Hungary","Donor","DAC","EU","2017-12-22",2014,"IA6_Debt_Relief","Current Prices",0
"Hungary","Donor","DAC","EU","2017-12-22",2014,"IA82_In_Donor_Refugee_Cost","Current Prices",10.41
"Hungary","Donor","DAC","EU","2017-12-22",2014,"IB_Multilateral_ODA","Current Prices",113.93
"Hungary","Donor","DAC","EU","2017-12-22",2014,"LDC_ODA","Current Prices",28.66
"Hungary","Donor","DAC","EU","2017-12-22",2014,"LDC_ODA_Bilateral","Current Prices",0.77
"Hungary","Donor","DAC","EU","2017-12-22",2014,"LDC_ODA_Imputed_Multilateral","Current Prices",27.89
"Hungary","Donor","DAC","EU","2017-12-22",2014,"SSA_ODA","Current Prices",32.61
"Hungary","Donor","DAC","EU","2017-12-22",2014,"SSA_ODA_Bilateral","Current Prices",0.46
"Hungary","Donor","DAC","EU","2017-12-22",2014,"Total_ODA_ONE","Current Prices",144.03
"Hungary","Donor","DAC","EU","2017-12-22",2015,"Africa_Fragile_ODA","Current Prices",24.98
"Hungary","Donor","DAC","EU","2017-12-22",2015,"Africa_ODA","Current Prices",39.9
"Hungary","Donor","DAC","EU","2017-12-22",2015,"Africa_ODA_Bilateral","Current Prices",3.03
"Hungary","Donor","DAC","EU","2017-12-22",2015,"Bilat_ODA_Ex_Debt_Relief","Current Prices",47.34
"Hungary","Donor","DAC","EU","2017-12-22",2015,"Fragile_State_ODA","Current Prices",38.71
"Hungary","Donor","DAC","EU","2017-12-22",2015,"Fragile_State_ODA_Bilateral","Current Prices",3.79
"Hungary","Donor","DAC","EU","2017-12-22",2015,"GNI","Current Prices",116104.44
"Hungary","Donor","DAC","EU","2017-12-22",2015,"IA_Bilateral_ODA","Current Prices",47.34
"Hungary","Donor","DAC","EU","2017-12-22",2015,"IA6_Debt_Relief","Current Prices",0
"Hungary","Donor","DAC","EU","2017-12-22",2015,"IA82_In_Donor_Refugee_Cost","Current Prices",9.68
"Hungary","Donor","DAC","EU","2017-12-22",2015,"IB_Multilateral_ODA","Current Prices",108.21
"Hungary","Donor","DAC","EU","2017-12-22",2015,"LDC_ODA","Current Prices",26
"Hungary","Donor","DAC","EU","2017-12-22",2015,"LDC_ODA_Bilateral","Current Prices",1.36
"Hungary","Donor","DAC","EU","2017-12-22",2015,"LDC_ODA_Imputed_Multilateral","Current Prices",24.64
"Hungary","Donor","DAC","EU","2017-12-22",2015,"SSA_ODA","Current Prices",29.57
"Hungary","Donor","DAC","EU","2017-12-22",2015,"SSA_ODA_Bilateral","Current Prices",1.43
"Hungary","Donor","DAC","EU","2017-12-22",2015,"Total_ODA_ONE","Current Prices",155.55
"Hungary","Donor","DAC","EU","2017-12-22",2016,"Africa_Fragile_ODA","Current Prices",NA
"Hungary","Donor","DAC","EU","2017-12-22",2016,"Africa_ODA","Current Prices",56.0342661151442
"Hungary","Donor","DAC","EU","2017-12-22",2016,"Africa_ODA_Bilateral","Current Prices",3.89
"Hungary","Donor","DAC","EU","2017-12-22",2016,"Bilat_ODA_Ex_Debt_Relief","Current Prices",18.31
"Hungary","Donor","DAC","EU","2017-12-22",2016,"Fragile_State_ODA","Current Prices",NA
"Hungary","Donor","DAC","EU","2017-12-22",2016,"Fragile_State_ODA_Bilateral","Current Prices",NA
"Hungary","Donor","DAC","EU","2017-12-22",2016,"GNI","Current Prices",119914.19
"Hungary","Donor","DAC","EU","2017-12-22",2016,"IA_Bilateral_ODA","Current Prices",18.31
"Hungary","Donor","DAC","EU","2017-12-22",2016,"IA6_Debt_Relief","Current Prices",0
"Hungary","Donor","DAC","EU","2017-12-22",2016,"IA82_In_Donor_Refugee_Cost","Current Prices",9.81
"Hungary","Donor","DAC","EU","2017-12-22",2016,"IB_Multilateral_ODA","Current Prices",137.09
"Hungary","Donor","DAC","EU","2017-12-22",2016,"LDC_ODA","Current Prices",46.4286280176358
"Hungary","Donor","DAC","EU","2017-12-22",2016,"LDC_ODA_Bilateral","Current Prices",10.7
"Hungary","Donor","DAC","EU","2017-12-22",2016,"LDC_ODA_Imputed_Multilateral","Current Prices",35.7286280176358
"Hungary","Donor","DAC","EU","2017-12-22",2016,"SSA_ODA","Current Prices",42.2805364353305
"Hungary","Donor","DAC","EU","2017-12-22",2016,"SSA_ODA_Bilateral","Current Prices",1.72
"Hungary","Donor","DAC","EU","2017-12-22",2016,"Total_ODA_ONE","Current Prices",155.4
"Iceland","Donor","DAC","Non-EU","2017-12-22",2007,"Africa_Fragile_ODA","Current Prices",14.38
"Iceland","Donor","DAC","Non-EU","2017-12-22",2007,"Africa_ODA","Current Prices",16.64
"Iceland","Donor","DAC","Non-EU","2017-12-22",2007,"Africa_ODA_Bilateral","Current Prices",12.02
"Iceland","Donor","DAC","Non-EU","2017-12-22",2007,"Bilat_ODA_Ex_Debt_Relief","Current Prices",37.39
"Iceland","Donor","DAC","Non-EU","2017-12-22",2007,"Fragile_State_ODA","Current Prices",21.34
"Iceland","Donor","DAC","Non-EU","2017-12-22",2007,"Fragile_State_ODA_Bilateral","Current Prices",15.63
"Iceland","Donor","DAC","Non-EU","2017-12-22",2007,"GNI","Current Prices",18190.9
"Iceland","Donor","DAC","Non-EU","2017-12-22",2007,"IA_Bilateral_ODA","Current Prices",37.39
"Iceland","Donor","DAC","Non-EU","2017-12-22",2007,"IA6_Debt_Relief","Current Prices",0
"Iceland","Donor","DAC","Non-EU","2017-12-22",2007,"IA82_In_Donor_Refugee_Cost","Current Prices",0
"Iceland","Donor","DAC","Non-EU","2017-12-22",2007,"IB_Multilateral_ODA","Current Prices",10.86
"Iceland","Donor","DAC","Non-EU","2017-12-22",2007,"LDC_ODA","Current Prices",19.68
"Iceland","Donor","DAC","Non-EU","2017-12-22",2007,"LDC_ODA_Bilateral","Current Prices",15.05
"Iceland","Donor","DAC","Non-EU","2017-12-22",2007,"LDC_ODA_Imputed_Multilateral","Current Prices",4.63
"Iceland","Donor","DAC","Non-EU","2017-12-22",2007,"SSA_ODA","Current Prices",16.46
"Iceland","Donor","DAC","Non-EU","2017-12-22",2007,"SSA_ODA_Bilateral","Current Prices",12.02
"Iceland","Donor","DAC","Non-EU","2017-12-22",2007,"Total_ODA_ONE","Current Prices",48.25
"Iceland","Donor","DAC","Non-EU","2017-12-22",2008,"Africa_Fragile_ODA","Current Prices",16.39
"Iceland","Donor","DAC","Non-EU","2017-12-22",2008,"Africa_ODA","Current Prices",20.48
"Iceland","Donor","DAC","Non-EU","2017-12-22",2008,"Africa_ODA_Bilateral","Current Prices",16.25
"Iceland","Donor","DAC","Non-EU","2017-12-22",2008,"Bilat_ODA_Ex_Debt_Relief","Current Prices",36.07
"Iceland","Donor","DAC","Non-EU","2017-12-22",2008,"Fragile_State_ODA","Current Prices",21.78
"Iceland","Donor","DAC","Non-EU","2017-12-22",2008,"Fragile_State_ODA_Bilateral","Current Prices",17.68
"Iceland","Donor","DAC","Non-EU","2017-12-22",2008,"GNI","Current Prices",13609.78
"Iceland","Donor","DAC","Non-EU","2017-12-22",2008,"IA_Bilateral_ODA","Current Prices",36.07
"Iceland","Donor","DAC","Non-EU","2017-12-22",2008,"IA6_Debt_Relief","Current Prices",0
"Iceland","Donor","DAC","Non-EU","2017-12-22",2008,"IA82_In_Donor_Refugee_Cost","Current Prices",0
"Iceland","Donor","DAC","Non-EU","2017-12-22",2008,"IB_Multilateral_ODA","Current Prices",12.34
"Iceland","Donor","DAC","Non-EU","2017-12-22",2008,"LDC_ODA","Current Prices",19.2
"Iceland","Donor","DAC","Non-EU","2017-12-22",2008,"LDC_ODA_Bilateral","Current Prices",15.91
"Iceland","Donor","DAC","Non-EU","2017-12-22",2008,"LDC_ODA_Imputed_Multilateral","Current Prices",3.29
"Iceland","Donor","DAC","Non-EU","2017-12-22",2008,"SSA_ODA","Current Prices",19.5
"Iceland","Donor","DAC","Non-EU","2017-12-22",2008,"SSA_ODA_Bilateral","Current Prices",16.25
"Iceland","Donor","DAC","Non-EU","2017-12-22",2008,"Total_ODA_ONE","Current Prices",48.41
"Iceland","Donor","DAC","Non-EU","2017-12-22",2009,"Africa_Fragile_ODA","Current Prices",12.26
"Iceland","Donor","DAC","Non-EU","2017-12-22",2009,"Africa_ODA","Current Prices",15.25
"Iceland","Donor","DAC","Non-EU","2017-12-22",2009,"Africa_ODA_Bilateral","Current Prices",13.1
"Iceland","Donor","DAC","Non-EU","2017-12-22",2009,"Bilat_ODA_Ex_Debt_Relief","Current Prices",25.27
"Iceland","Donor","DAC","Non-EU","2017-12-22",2009,"Fragile_State_ODA","Current Prices",15.61
"Iceland","Donor","DAC","Non-EU","2017-12-22",2009,"Fragile_State_ODA_Bilateral","Current Prices",13.25
"Iceland","Donor","DAC","Non-EU","2017-12-22",2009,"GNI","Current Prices",10578.51
"Iceland","Donor","DAC","Non-EU","2017-12-22",2009,"IA_Bilateral_ODA","Current Prices",25.27
"Iceland","Donor","DAC","Non-EU","2017-12-22",2009,"IA6_Debt_Relief","Current Prices",0
"Iceland","Donor","DAC","Non-EU","2017-12-22",2009,"IA82_In_Donor_Refugee_Cost","Current Prices",0
"Iceland","Donor","DAC","Non-EU","2017-12-22",2009,"IB_Multilateral_ODA","Current Prices",9.15
"Iceland","Donor","DAC","Non-EU","2017-12-22",2009,"LDC_ODA","Current Prices",13.86
"Iceland","Donor","DAC","Non-EU","2017-12-22",2009,"LDC_ODA_Bilateral","Current Prices",12.07
"Iceland","Donor","DAC","Non-EU","2017-12-22",2009,"LDC_ODA_Imputed_Multilateral","Current Prices",1.79
"Iceland","Donor","DAC","Non-EU","2017-12-22",2009,"SSA_ODA","Current Prices",15.19
"Iceland","Donor","DAC","Non-EU","2017-12-22",2009,"SSA_ODA_Bilateral","Current Prices",13.1
"Iceland","Donor","DAC","Non-EU","2017-12-22",2009,"Total_ODA_ONE","Current Prices",34.42
"Iceland","Donor","DAC","Non-EU","2017-12-22",2010,"Africa_Fragile_ODA","Current Prices",11.41
"Iceland","Donor","DAC","Non-EU","2017-12-22",2010,"Africa_ODA","Current Prices",13.95
"Iceland","Donor","DAC","Non-EU","2017-12-22",2010,"Africa_ODA_Bilateral","Current Prices",11.1
"Iceland","Donor","DAC","Non-EU","2017-12-22",2010,"Bilat_ODA_Ex_Debt_Relief","Current Prices",20.77
"Iceland","Donor","DAC","Non-EU","2017-12-22",2010,"Fragile_State_ODA","Current Prices",15.64
"Iceland","Donor","DAC","Non-EU","2017-12-22",2010,"Fragile_State_ODA_Bilateral","Current Prices",12.36
"Iceland","Donor","DAC","Non-EU","2017-12-22",2010,"GNI","Current Prices",11120.52
"Iceland","Donor","DAC","Non-EU","2017-12-22",2010,"IA_Bilateral_ODA","Current Prices",20.77
"Iceland","Donor","DAC","Non-EU","2017-12-22",2010,"IA6_Debt_Relief","Current Prices",0
"Iceland","Donor","DAC","Non-EU","2017-12-22",2010,"IA82_In_Donor_Refugee_Cost","Current Prices",0
"Iceland","Donor","DAC","Non-EU","2017-12-22",2010,"IB_Multilateral_ODA","Current Prices",7.98
"Iceland","Donor","DAC","Non-EU","2017-12-22",2010,"LDC_ODA","Current Prices",13.5
"Iceland","Donor","DAC","Non-EU","2017-12-22",2010,"LDC_ODA_Bilateral","Current Prices",11.12
"Iceland","Donor","DAC","Non-EU","2017-12-22",2010,"LDC_ODA_Imputed_Multilateral","Current Prices",2.38
"Iceland","Donor","DAC","Non-EU","2017-12-22",2010,"SSA_ODA","Current Prices",13.72
"Iceland","Donor","DAC","Non-EU","2017-12-22",2010,"SSA_ODA_Bilateral","Current Prices",11.1
"Iceland","Donor","DAC","Non-EU","2017-12-22",2010,"Total_ODA_ONE","Current Prices",28.75
"Iceland","Donor","DAC","Non-EU","2017-12-22",2011,"Africa_Fragile_ODA","Current Prices",10.39
"Iceland","Donor","DAC","Non-EU","2017-12-22",2011,"Africa_ODA","Current Prices",12.17
"Iceland","Donor","DAC","Non-EU","2017-12-22",2011,"Africa_ODA_Bilateral","Current Prices",10.17
