"Donor","Donor_Group_Type","Donor_DAC_Country","Donor_EU_Country","as_of_date","Time_Period","Metric","Data_type","Value"
"United Arab Emirates","Donor","Non-DAC","Non-EU","2017-05-16",2014,"IB_Multilateral_ODA","Current Prices",130.46
"United Arab Emirates","Donor","Non-DAC","Non-EU","2017-05-16",2014,"LDC_ODA","Current Prices",209.62
"United Arab Emirates","Donor","Non-DAC","Non-EU","2017-05-16",2014,"LDC_ODA_Bilateral","Current Prices",201.21
"United Arab Emirates","Donor","Non-DAC","Non-EU","2017-05-16",2014,"LDC_ODA_Imputed_Multilateral","Current Prices",8.41
"United Arab Emirates","Donor","Non-DAC","Non-EU","2017-05-16",2014,"SSA_ODA","Current Prices",72.55
"United Arab Emirates","Donor","Non-DAC","Non-EU","2017-05-16",2014,"SSA_ODA_Bilateral","Current Prices",64.13
"United Arab Emirates","Donor","Non-DAC","Non-EU","2017-05-16",2014,"Total_ODA_ONE","Current Prices",5080.37
"United Arab Emirates","Donor","Non-DAC","Non-EU","2017-05-16",2015,"Africa_Fragile_ODA","Current Prices",2744.1
"United Arab Emirates","Donor","Non-DAC","Non-EU","2017-05-16",2015,"Africa_ODA","Current Prices",2840.54
"United Arab Emirates","Donor","Non-DAC","Non-EU","2017-05-16",2015,"Africa_ODA_Bilateral","Current Prices",2834.68
"United Arab Emirates","Donor","Non-DAC","Non-EU","2017-05-16",2015,"Bilat_ODA_Ex_Debt_Relief","Current Prices",4352.83
"United Arab Emirates","Donor","Non-DAC","Non-EU","2017-05-16",2015,"Fragile_State_ODA","Current Prices",3931.6
"United Arab Emirates","Donor","Non-DAC","Non-EU","2017-05-16",2015,"Fragile_State_ODA_Bilateral","Current Prices",3924.85
"United Arab Emirates","Donor","Non-DAC","Non-EU","2017-05-16",2015,"GNI","Current Prices",370569
"United Arab Emirates","Donor","Non-DAC","Non-EU","2017-05-16",2015,"IA_Bilateral_ODA","Current Prices",4352.83
"United Arab Emirates","Donor","Non-DAC","Non-EU","2017-05-16",2015,"IA6_Debt_Relief","Current Prices",0
"United Arab Emirates","Donor","Non-DAC","Non-EU","2017-05-16",2015,"IA82_In_Donor_Refugee_Cost","Current Prices",0
"United Arab Emirates","Donor","Non-DAC","Non-EU","2017-05-16",2015,"IB_Multilateral_ODA","Current Prices",28.54
"United Arab Emirates","Donor","Non-DAC","Non-EU","2017-05-16",2015,"LDC_ODA","Current Prices",1203.94
"United Arab Emirates","Donor","Non-DAC","Non-EU","2017-05-16",2015,"LDC_ODA_Bilateral","Current Prices",1199.34
"United Arab Emirates","Donor","Non-DAC","Non-EU","2017-05-16",2015,"LDC_ODA_Imputed_Multilateral","Current Prices",4.6
"United Arab Emirates","Donor","Non-DAC","Non-EU","2017-05-16",2015,"SSA_ODA","Current Prices",248.57
"United Arab Emirates","Donor","Non-DAC","Non-EU","2017-05-16",2015,"SSA_ODA_Bilateral","Current Prices",243.52
"United Arab Emirates","Donor","Non-DAC","Non-EU","2017-05-16",2015,"Total_ODA_ONE","Current Prices",4381.37
"United Arab Emirates","Donor","Non-DAC","Non-EU","2017-05-16",2016,"Africa_Fragile_ODA","Current Prices",NA
"United Arab Emirates","Donor","Non-DAC","Non-EU","2017-05-16",2016,"Africa_ODA","Current Prices",NA
"United Arab Emirates","Donor","Non-DAC","Non-EU","2017-05-16",2016,"Africa_ODA_Bilateral","Current Prices",NA
"United Arab Emirates","Donor","Non-DAC","Non-EU","2017-05-16",2016,"Bilat_ODA_Ex_Debt_Relief","Current Prices",4050.21
"United Arab Emirates","Donor","Non-DAC","Non-EU","2017-05-16",2016,"Fragile_State_ODA","Current Prices",NA
"United Arab Emirates","Donor","Non-DAC","Non-EU","2017-05-16",2016,"Fragile_State_ODA_Bilateral","Current Prices",NA
"United Arab Emirates","Donor","Non-DAC","Non-EU","2017-05-16",2016,"GNI","Current Prices",370569
"United Arab Emirates","Donor","Non-DAC","Non-EU","2017-05-16",2016,"IA_Bilateral_ODA","Current Prices",4050.21
"United Arab Emirates","Donor","Non-DAC","Non-EU","2017-05-16",2016,"IA6_Debt_Relief","Current Prices",0
"United Arab Emirates","Donor","Non-DAC","Non-EU","2017-05-16",2016,"IA82_In_Donor_Refugee_Cost","Current Prices",0
"United Arab Emirates","Donor","Non-DAC","Non-EU","2017-05-16",2016,"IB_Multilateral_ODA","Current Prices",95.56
"United Arab Emirates","Donor","Non-DAC","Non-EU","2017-05-16",2016,"LDC_ODA","Current Prices",NA
"United Arab Emirates","Donor","Non-DAC","Non-EU","2017-05-16",2016,"LDC_ODA_Bilateral","Current Prices",NA
"United Arab Emirates","Donor","Non-DAC","Non-EU","2017-05-16",2016,"LDC_ODA_Imputed_Multilateral","Current Prices",NA
"United Arab Emirates","Donor","Non-DAC","Non-EU","2017-05-16",2016,"SSA_ODA","Current Prices",NA
"United Arab Emirates","Donor","Non-DAC","Non-EU","2017-05-16",2016,"SSA_ODA_Bilateral","Current Prices",NA
"United Arab Emirates","Donor","Non-DAC","Non-EU","2017-05-16",2016,"Total_ODA_ONE","Current Prices",4145.77
"United Kingdom","Donor","DAC","EU","2017-05-16",2007,"Africa_Fragile_ODA","Current Prices",3637.9
"United Kingdom","Donor","DAC","EU","2017-05-16",2007,"Africa_ODA","Current Prices",4420.83
"United Kingdom","Donor","DAC","EU","2017-05-16",2007,"Africa_ODA_Bilateral","Current Prices",2404.71
"United Kingdom","Donor","DAC","EU","2017-05-16",2007,"Bilat_ODA_Ex_Debt_Relief","Current Prices",5531.33
"United Kingdom","Donor","DAC","EU","2017-05-16",2007,"Fragile_State_ODA","Current Prices",5138.36
"United Kingdom","Donor","DAC","EU","2017-05-16",2007,"Fragile_State_ODA_Bilateral","Current Prices",2933.41
"United Kingdom","Donor","DAC","EU","2017-05-16",2007,"GNI","Current Prices",2771820.09
"United Kingdom","Donor","DAC","EU","2017-05-16",2007,"IA_Bilateral_ODA","Current Prices",5601.53
"United Kingdom","Donor","DAC","EU","2017-05-16",2007,"IA6_Debt_Relief","Current Prices",70.2
"United Kingdom","Donor","DAC","EU","2017-05-16",2007,"IA82_In_Donor_Refugee_Cost","Current Prices",0
"United Kingdom","Donor","DAC","EU","2017-05-16",2007,"IB_Multilateral_ODA","Current Prices",4247.01
"United Kingdom","Donor","DAC","EU","2017-05-16",2007,"LDC_ODA","Current Prices",4049.48
"United Kingdom","Donor","DAC","EU","2017-05-16",2007,"LDC_ODA_Bilateral","Current Prices",2308.14
"United Kingdom","Donor","DAC","EU","2017-05-16",2007,"LDC_ODA_Imputed_Multilateral","Current Prices",1741.34
"United Kingdom","Donor","DAC","EU","2017-05-16",2007,"SSA_ODA","Current Prices",4091.34
"United Kingdom","Donor","DAC","EU","2017-05-16",2007,"SSA_ODA_Bilateral","Current Prices",2302.69
"United Kingdom","Donor","DAC","EU","2017-05-16",2007,"Total_ODA_ONE","Current Prices",9778.34
"United Kingdom","Donor","DAC","EU","2017-05-16",2008,"Africa_Fragile_ODA","Current Prices",3483.81
"United Kingdom","Donor","DAC","EU","2017-05-16",2008,"Africa_ODA","Current Prices",4593.26
"United Kingdom","Donor","DAC","EU","2017-05-16",2008,"Africa_ODA_Bilateral","Current Prices",2577.32
"United Kingdom","Donor","DAC","EU","2017-05-16",2008,"Bilat_ODA_Ex_Debt_Relief","Current Prices",6774.12
"United Kingdom","Donor","DAC","EU","2017-05-16",2008,"Fragile_State_ODA","Current Prices",5241.16
"United Kingdom","Donor","DAC","EU","2017-05-16",2008,"Fragile_State_ODA_Bilateral","Current Prices",3164.67
"United Kingdom","Donor","DAC","EU","2017-05-16",2008,"GNI","Current Prices",2672096.98
"United Kingdom","Donor","DAC","EU","2017-05-16",2008,"IA_Bilateral_ODA","Current Prices",7323.42
"United Kingdom","Donor","DAC","EU","2017-05-16",2008,"IA6_Debt_Relief","Current Prices",549.3
"United Kingdom","Donor","DAC","EU","2017-05-16",2008,"IA82_In_Donor_Refugee_Cost","Current Prices",0
"United Kingdom","Donor","DAC","EU","2017-05-16",2008,"IB_Multilateral_ODA","Current Prices",4176.45
"United Kingdom","Donor","DAC","EU","2017-05-16",2008,"LDC_ODA","Current Prices",4271.04
"United Kingdom","Donor","DAC","EU","2017-05-16",2008,"LDC_ODA_Bilateral","Current Prices",2552.13
"United Kingdom","Donor","DAC","EU","2017-05-16",2008,"LDC_ODA_Imputed_Multilateral","Current Prices",1718.91
"United Kingdom","Donor","DAC","EU","2017-05-16",2008,"SSA_ODA","Current Prices",4177.98
"United Kingdom","Donor","DAC","EU","2017-05-16",2008,"SSA_ODA_Bilateral","Current Prices",2339.96
"United Kingdom","Donor","DAC","EU","2017-05-16",2008,"Total_ODA_ONE","Current Prices",10950.57
"United Kingdom","Donor","DAC","EU","2017-05-16",2009,"Africa_Fragile_ODA","Current Prices",3402.17
"United Kingdom","Donor","DAC","EU","2017-05-16",2009,"Africa_ODA","Current Prices",4507.71
"United Kingdom","Donor","DAC","EU","2017-05-16",2009,"Africa_ODA_Bilateral","Current Prices",2776.14
"United Kingdom","Donor","DAC","EU","2017-05-16",2009,"Bilat_ODA_Ex_Debt_Relief","Current Prices",7348.94
"United Kingdom","Donor","DAC","EU","2017-05-16",2009,"Fragile_State_ODA","Current Prices",5010.35
"United Kingdom","Donor","DAC","EU","2017-05-16",2009,"Fragile_State_ODA_Bilateral","Current Prices",3259.65
"United Kingdom","Donor","DAC","EU","2017-05-16",2009,"GNI","Current Prices",2222955.33
"United Kingdom","Donor","DAC","EU","2017-05-16",2009,"IA_Bilateral_ODA","Current Prices",7391.53
"United Kingdom","Donor","DAC","EU","2017-05-16",2009,"IA6_Debt_Relief","Current Prices",42.59
"United Kingdom","Donor","DAC","EU","2017-05-16",2009,"IA82_In_Donor_Refugee_Cost","Current Prices",11.49
"United Kingdom","Donor","DAC","EU","2017-05-16",2009,"IB_Multilateral_ODA","Current Prices",3891.08
"United Kingdom","Donor","DAC","EU","2017-05-16",2009,"LDC_ODA","Current Prices",3902.12
"United Kingdom","Donor","DAC","EU","2017-05-16",2009,"LDC_ODA_Bilateral","Current Prices",2541.07
"United Kingdom","Donor","DAC","EU","2017-05-16",2009,"LDC_ODA_Imputed_Multilateral","Current Prices",1361.05
"United Kingdom","Donor","DAC","EU","2017-05-16",2009,"SSA_ODA","Current Prices",4022.29
"United Kingdom","Donor","DAC","EU","2017-05-16",2009,"SSA_ODA_Bilateral","Current Prices",2485.27
"United Kingdom","Donor","DAC","EU","2017-05-16",2009,"Total_ODA_ONE","Current Prices",11240.02
"United Kingdom","Donor","DAC","EU","2017-05-16",2010,"Africa_Fragile_ODA","Current Prices",4278.87
"United Kingdom","Donor","DAC","EU","2017-05-16",2010,"Africa_ODA","Current Prices",5385.29
"United Kingdom","Donor","DAC","EU","2017-05-16",2010,"Africa_ODA_Bilateral","Current Prices",2926.21
"United Kingdom","Donor","DAC","EU","2017-05-16",2010,"Bilat_ODA_Ex_Debt_Relief","Current Prices",7852.93
"United Kingdom","Donor","DAC","EU","2017-05-16",2010,"Fragile_State_ODA","Current Prices",6017.72
"United Kingdom","Donor","DAC","EU","2017-05-16",2010,"Fragile_State_ODA_Bilateral","Current Prices",3405.03
"United Kingdom","Donor","DAC","EU","2017-05-16",2010,"GNI","Current Prices",2279589.19
"United Kingdom","Donor","DAC","EU","2017-05-16",2010,"IA_Bilateral_ODA","Current Prices",8016.73
"United Kingdom","Donor","DAC","EU","2017-05-16",2010,"IA6_Debt_Relief","Current Prices",163.8
"United Kingdom","Donor","DAC","EU","2017-05-16",2010,"IA82_In_Donor_Refugee_Cost","Current Prices",18.07
"United Kingdom","Donor","DAC","EU","2017-05-16",2010,"IB_Multilateral_ODA","Current Prices",5036.23
"United Kingdom","Donor","DAC","EU","2017-05-16",2010,"LDC_ODA","Current Prices",4590.73
"United Kingdom","Donor","DAC","EU","2017-05-16",2010,"LDC_ODA_Bilateral","Current Prices",2520.04
"United Kingdom","Donor","DAC","EU","2017-05-16",2010,"LDC_ODA_Imputed_Multilateral","Current Prices",2070.69
"United Kingdom","Donor","DAC","EU","2017-05-16",2010,"SSA_ODA","Current Prices",5017.26
"United Kingdom","Donor","DAC","EU","2017-05-16",2010,"SSA_ODA_Bilateral","Current Prices",2732.88
"United Kingdom","Donor","DAC","EU","2017-05-16",2010,"Total_ODA_ONE","Current Prices",12889.16
"United Kingdom","Donor","DAC","EU","2017-05-16",2011,"Africa_Fragile_ODA","Current Prices",4411.87
"United Kingdom","Donor","DAC","EU","2017-05-16",2011,"Africa_ODA","Current Prices",5636.54
"United Kingdom","Donor","DAC","EU","2017-05-16",2011,"Africa_ODA_Bilateral","Current Prices",3262.73
"United Kingdom","Donor","DAC","EU","2017-05-16",2011,"Bilat_ODA_Ex_Debt_Relief","Current Prices",8291.94
"United Kingdom","Donor","DAC","EU","2017-05-16",2011,"Fragile_State_ODA","Current Prices",6456.55
"United Kingdom","Donor","DAC","EU","2017-05-16",2011,"Fragile_State_ODA_Bilateral","Current Prices",4137.18
"United Kingdom","Donor","DAC","EU","2017-05-16",2011,"GNI","Current Prices",2459148.77
"United Kingdom","Donor","DAC","EU","2017-05-16",2011,"IA_Bilateral_ODA","Current Prices",8473.54
"United Kingdom","Donor","DAC","EU","2017-05-16",2011,"IA6_Debt_Relief","Current Prices",181.6
"United Kingdom","Donor","DAC","EU","2017-05-16",2011,"IA82_In_Donor_Refugee_Cost","Current Prices",31.3
"United Kingdom","Donor","DAC","EU","2017-05-16",2011,"IB_Multilateral_ODA","Current Prices",5358.81
"United Kingdom","Donor","DAC","EU","2017-05-16",2011,"LDC_ODA","Current Prices",5035.16
"United Kingdom","Donor","DAC","EU","2017-05-16",2011,"LDC_ODA_Bilateral","Current Prices",3189.73
"United Kingdom","Donor","DAC","EU","2017-05-16",2011,"LDC_ODA_Imputed_Multilateral","Current Prices",1845.43
"United Kingdom","Donor","DAC","EU","2017-05-16",2011,"SSA_ODA","Current Prices",5178.4
"United Kingdom","Donor","DAC","EU","2017-05-16",2011,"SSA_ODA_Bilateral","Current Prices",3049.52
"United Kingdom","Donor","DAC","EU","2017-05-16",2011,"Total_ODA_ONE","Current Prices",13650.75
"United Kingdom","Donor","DAC","EU","2017-05-16",2012,"Africa_Fragile_ODA","Current Prices",4490.58
"United Kingdom","Donor","DAC","EU","2017-05-16",2012,"Africa_ODA","Current Prices",5593.88
"United Kingdom","Donor","DAC","EU","2017-05-16",2012,"Africa_ODA_Bilateral","Current Prices",3362.18
"United Kingdom","Donor","DAC","EU","2017-05-16",2012,"Bilat_ODA_Ex_Debt_Relief","Current Prices",8552.94
"United Kingdom","Donor","DAC","EU","2017-05-16",2012,"Fragile_State_ODA","Current Prices",6414.73
"United Kingdom","Donor","DAC","EU","2017-05-16",2012,"Fragile_State_ODA_Bilateral","Current Prices",4138.07
"United Kingdom","Donor","DAC","EU","2017-05-16",2012,"GNI","Current Prices",2472134.71
"United Kingdom","Donor","DAC","EU","2017-05-16",2012,"IA_Bilateral_ODA","Current Prices",8665.39
"United Kingdom","Donor","DAC","EU","2017-05-16",2012,"IA6_Debt_Relief","Current Prices",112.45
"United Kingdom","Donor","DAC","EU","2017-05-16",2012,"IA82_In_Donor_Refugee_Cost","Current Prices",44.96
"United Kingdom","Donor","DAC","EU","2017-05-16",2012,"IB_Multilateral_ODA","Current Prices",5226.05
"United Kingdom","Donor","DAC","EU","2017-05-16",2012,"LDC_ODA","Current Prices",4602.64
"United Kingdom","Donor","DAC","EU","2017-05-16",2012,"LDC_ODA_Bilateral","Current Prices",3031.13
"United Kingdom","Donor","DAC","EU","2017-05-16",2012,"LDC_ODA_Imputed_Multilateral","Current Prices",1571.51
"United Kingdom","Donor","DAC","EU","2017-05-16",2012,"SSA_ODA","Current Prices",5006.74
"United Kingdom","Donor","DAC","EU","2017-05-16",2012,"SSA_ODA_Bilateral","Current Prices",3071.29
"United Kingdom","Donor","DAC","EU","2017-05-16",2012,"Total_ODA_ONE","Current Prices",13778.99
"United Kingdom","Donor","DAC","EU","2017-05-16",2013,"Africa_Fragile_ODA","Current Prices",5685.4
"United Kingdom","Donor","DAC","EU","2017-05-16",2013,"Africa_ODA","Current Prices",7058.19
"United Kingdom","Donor","DAC","EU","2017-05-16",2013,"Africa_ODA_Bilateral","Current Prices",3915.37
"United Kingdom","Donor","DAC","EU","2017-05-16",2013,"Bilat_ODA_Ex_Debt_Relief","Current Prices",10480.23
"United Kingdom","Donor","DAC","EU","2017-05-16",2013,"Fragile_State_ODA","Current Prices",8606.52
"United Kingdom","Donor","DAC","EU","2017-05-16",2013,"Fragile_State_ODA_Bilateral","Current Prices",5165.04
"United Kingdom","Donor","DAC","EU","2017-05-16",2013,"GNI","Current Prices",2536128.55
"United Kingdom","Donor","DAC","EU","2017-05-16",2013,"IA_Bilateral_ODA","Current Prices",10544.9
"United Kingdom","Donor","DAC","EU","2017-05-16",2013,"IA6_Debt_Relief","Current Prices",64.67
"United Kingdom","Donor","DAC","EU","2017-05-16",2013,"IA82_In_Donor_Refugee_Cost","Current Prices",50.54
"United Kingdom","Donor","DAC","EU","2017-05-16",2013,"IB_Multilateral_ODA","Current Prices",7326.45
"United Kingdom","Donor","DAC","EU","2017-05-16",2013,"LDC_ODA","Current Prices",6147.1
"United Kingdom","Donor","DAC","EU","2017-05-16",2013,"LDC_ODA_Bilateral","Current Prices",3505.06
"United Kingdom","Donor","DAC","EU","2017-05-16",2013,"LDC_ODA_Imputed_Multilateral","Current Prices",2642.04
"United Kingdom","Donor","DAC","EU","2017-05-16",2013,"SSA_ODA","Current Prices",6503.91
"United Kingdom","Donor","DAC","EU","2017-05-16",2013,"SSA_ODA_Bilateral","Current Prices",3611.12
"United Kingdom","Donor","DAC","EU","2017-05-16",2013,"Total_ODA_ONE","Current Prices",17806.68
"United Kingdom","Donor","DAC","EU","2017-05-16",2014,"Africa_Fragile_ODA","Current Prices",6378.68
"United Kingdom","Donor","DAC","EU","2017-05-16",2014,"Africa_ODA","Current Prices",8106.87
"United Kingdom","Donor","DAC","EU","2017-05-16",2014,"Africa_ODA_Bilateral","Current Prices",4346.17
"United Kingdom","Donor","DAC","EU","2017-05-16",2014,"Bilat_ODA_Ex_Debt_Relief","Current Prices",11227.87
"United Kingdom","Donor","DAC","EU","2017-05-16",2014,"Fragile_State_ODA","Current Prices",9324.21
"United Kingdom","Donor","DAC","EU","2017-05-16",2014,"Fragile_State_ODA_Bilateral","Current Prices",5388.33
"United Kingdom","Donor","DAC","EU","2017-05-16",2014,"GNI","Current Prices",2749132.37
"United Kingdom","Donor","DAC","EU","2017-05-16",2014,"IA_Bilateral_ODA","Current Prices",11233.19
"United Kingdom","Donor","DAC","EU","2017-05-16",2014,"IA6_Debt_Relief","Current Prices",5.32
"United Kingdom","Donor","DAC","EU","2017-05-16",2014,"IA82_In_Donor_Refugee_Cost","Current Prices",221.92
"United Kingdom","Donor","DAC","EU","2017-05-16",2014,"IB_Multilateral_ODA","Current Prices",8072.5
"United Kingdom","Donor","DAC","EU","2017-05-16",2014,"LDC_ODA","Current Prices",6614.62
"United Kingdom","Donor","DAC","EU","2017-05-16",2014,"LDC_ODA_Bilateral","Current Prices",3807.16
"United Kingdom","Donor","DAC","EU","2017-05-16",2014,"LDC_ODA_Imputed_Multilateral","Current Prices",2807.46
"United Kingdom","Donor","DAC","EU","2017-05-16",2014,"SSA_ODA","Current Prices",7134.51
"United Kingdom","Donor","DAC","EU","2017-05-16",2014,"SSA_ODA_Bilateral","Current Prices",3943.31
"United Kingdom","Donor","DAC","EU","2017-05-16",2014,"Total_ODA_ONE","Current Prices",19300.37
"United Kingdom","Donor","DAC","EU","2017-05-16",2015,"Africa_Fragile_ODA","Current Prices",5731.67
"United Kingdom","Donor","DAC","EU","2017-05-16",2015,"Africa_ODA","Current Prices",7315.79
"United Kingdom","Donor","DAC","EU","2017-05-16",2015,"Africa_ODA_Bilateral","Current Prices",4203.27
"United Kingdom","Donor","DAC","EU","2017-05-16",2015,"Bilat_ODA_Ex_Debt_Relief","Current Prices",11710.03
"United Kingdom","Donor","DAC","EU","2017-05-16",2015,"Fragile_State_ODA","Current Prices",8813.49
"United Kingdom","Donor","DAC","EU","2017-05-16",2015,"Fragile_State_ODA_Bilateral","Current Prices",5654.3
"United Kingdom","Donor","DAC","EU","2017-05-16",2015,"GNI","Current Prices",2632511.84
"United Kingdom","Donor","DAC","EU","2017-05-16",2015,"IA_Bilateral_ODA","Current Prices",11710.03
"United Kingdom","Donor","DAC","EU","2017-05-16",2015,"IA6_Debt_Relief","Current Prices",0
"United Kingdom","Donor","DAC","EU","2017-05-16",2015,"IA82_In_Donor_Refugee_Cost","Current Prices",384.87
"United Kingdom","Donor","DAC","EU","2017-05-16",2015,"IB_Multilateral_ODA","Current Prices",6834.83
"United Kingdom","Donor","DAC","EU","2017-05-16",2015,"LDC_ODA","Current Prices",6117.21
"United Kingdom","Donor","DAC","EU","2017-05-16",2015,"LDC_ODA_Bilateral","Current Prices",3815.28
"United Kingdom","Donor","DAC","EU","2017-05-16",2015,"LDC_ODA_Imputed_Multilateral","Current Prices",2301.93
"United Kingdom","Donor","DAC","EU","2017-05-16",2015,"SSA_ODA","Current Prices",6506.56
"United Kingdom","Donor","DAC","EU","2017-05-16",2015,"SSA_ODA_Bilateral","Current Prices",3805.44
"United Kingdom","Donor","DAC","EU","2017-05-16",2015,"Total_ODA_ONE","Current Prices",18544.86
"United Kingdom","Donor","DAC","EU","2017-05-16",2016,"Africa_Fragile_ODA","Current Prices",NA
"United Kingdom","Donor","DAC","EU","2017-05-16",2016,"Africa_ODA","Current Prices",6702.92577574277
"United Kingdom","Donor","DAC","EU","2017-05-16",2016,"Africa_ODA_Bilateral","Current Prices",3701.19
"United Kingdom","Donor","DAC","EU","2017-05-16",2016,"Bilat_ODA_Ex_Debt_Relief","Current Prices",11510.62
"United Kingdom","Donor","DAC","EU","2017-05-16",2016,"Fragile_State_ODA","Current Prices",NA
"United Kingdom","Donor","DAC","EU","2017-05-16",2016,"Fragile_State_ODA_Bilateral","Current Prices",NA
"United Kingdom","Donor","DAC","EU","2017-05-16",2016,"GNI","Current Prices",2586380.57
"United Kingdom","Donor","DAC","EU","2017-05-16",2016,"IA_Bilateral_ODA","Current Prices",11513.65
"United Kingdom","Donor","DAC","EU","2017-05-16",2016,"IA6_Debt_Relief","Current Prices",3.03
"United Kingdom","Donor","DAC","EU","2017-05-16",2016,"IA82_In_Donor_Refugee_Cost","Current Prices",549.22
"United Kingdom","Donor","DAC","EU","2017-05-16",2016,"IB_Multilateral_ODA","Current Prices",6499.46
"United Kingdom","Donor","DAC","EU","2017-05-16",2016,"LDC_ODA","Current Prices",5613.41778731833
"United Kingdom","Donor","DAC","EU","2017-05-16",2016,"LDC_ODA_Bilateral","Current Prices",3134.71
"United Kingdom","Donor","DAC","EU","2017-05-16",2016,"LDC_ODA_Imputed_Multilateral","Current Prices",2478.70778731833
"United Kingdom","Donor","DAC","EU","2017-05-16",2016,"SSA_ODA","Current Prices",6179.06391213954
"United Kingdom","Donor","DAC","EU","2017-05-16",2016,"SSA_ODA_Bilateral","Current Prices",3417.69
"United Kingdom","Donor","DAC","EU","2017-05-16",2016,"Total_ODA_ONE","Current Prices",18010.08
"United States","Donor","DAC","Non-EU","2017-05-16",2007,"Africa_Fragile_ODA","Current Prices",5138.64
"United States","Donor","DAC","Non-EU","2017-05-16",2007,"Africa_ODA","Current Prices",6402.95
"United States","Donor","DAC","Non-EU","2017-05-16",2007,"Africa_ODA_Bilateral","Current Prices",4999.43
"United States","Donor","DAC","Non-EU","2017-05-16",2007,"Bilat_ODA_Ex_Debt_Relief","Current Prices",18797.6
"United States","Donor","DAC","Non-EU","2017-05-16",2007,"Fragile_State_ODA","Current Prices",12041.07
"United States","Donor","DAC","Non-EU","2017-05-16",2007,"Fragile_State_ODA_Bilateral","Current Prices",10443.1
"United States","Donor","DAC","Non-EU","2017-05-16",2007,"GNI","Current Prices",13925500
"United States","Donor","DAC","Non-EU","2017-05-16",2007,"IA_Bilateral_ODA","Current Prices",18901.15
"United States","Donor","DAC","Non-EU","2017-05-16",2007,"IA6_Debt_Relief","Current Prices",103.55
"United States","Donor","DAC","Non-EU","2017-05-16",2007,"IA82_In_Donor_Refugee_Cost","Current Prices",451.04
"United States","Donor","DAC","Non-EU","2017-05-16",2007,"IB_Multilateral_ODA","Current Prices",2885.75
"United States","Donor","DAC","Non-EU","2017-05-16",2007,"LDC_ODA","Current Prices",6104.62
"United States","Donor","DAC","Non-EU","2017-05-16",2007,"LDC_ODA_Bilateral","Current Prices",4768.49
"United States","Donor","DAC","Non-EU","2017-05-16",2007,"LDC_ODA_Imputed_Multilateral","Current Prices",1336.13
"United States","Donor","DAC","Non-EU","2017-05-16",2007,"SSA_ODA","Current Prices",5889.91
"United States","Donor","DAC","Non-EU","2017-05-16",2007,"SSA_ODA_Bilateral","Current Prices",4536.46
"United States","Donor","DAC","Non-EU","2017-05-16",2007,"Total_ODA_ONE","Current Prices",21683.35
"United States","Donor","DAC","Non-EU","2017-05-16",2008,"Africa_Fragile_ODA","Current Prices",6672.78
"United States","Donor","DAC","Non-EU","2017-05-16",2008,"Africa_ODA","Current Prices",8380.89
"United States","Donor","DAC","Non-EU","2017-05-16",2008,"Africa_ODA_Bilateral","Current Prices",7003.19
"United States","Donor","DAC","Non-EU","2017-05-16",2008,"Bilat_ODA_Ex_Debt_Relief","Current Prices",23236.46
"United States","Donor","DAC","Non-EU","2017-05-16",2008,"Fragile_State_ODA","Current Prices",13663.06
"United States","Donor","DAC","Non-EU","2017-05-16",2008,"Fragile_State_ODA_Bilateral","Current Prices",12202.19
"United States","Donor","DAC","Non-EU","2017-05-16",2008,"GNI","Current Prices",14410300
"United States","Donor","DAC","Non-EU","2017-05-16",2008,"IA_Bilateral_ODA","Current Prices",23454.32
"United States","Donor","DAC","Non-EU","2017-05-16",2008,"IA6_Debt_Relief","Current Prices",217.86
"United States","Donor","DAC","Non-EU","2017-05-16",2008,"IA82_In_Donor_Refugee_Cost","Current Prices",554.77
"United States","Donor","DAC","Non-EU","2017-05-16",2008,"IB_Multilateral_ODA","Current Prices",2982.47
"United States","Donor","DAC","Non-EU","2017-05-16",2008,"LDC_ODA","Current Prices",8065.59
"United States","Donor","DAC","Non-EU","2017-05-16",2008,"LDC_ODA_Bilateral","Current Prices",6821.31
"United States","Donor","DAC","Non-EU","2017-05-16",2008,"LDC_ODA_Imputed_Multilateral","Current Prices",1244.28
"United States","Donor","DAC","Non-EU","2017-05-16",2008,"SSA_ODA","Current Prices",7787.31
"United States","Donor","DAC","Non-EU","2017-05-16",2008,"SSA_ODA_Bilateral","Current Prices",6500.68
"United States","Donor","DAC","Non-EU","2017-05-16",2008,"Total_ODA_ONE","Current Prices",26218.93
"United States","Donor","DAC","Non-EU","2017-05-16",2009,"Africa_Fragile_ODA","Current Prices",7124.97
"United States","Donor","DAC","Non-EU","2017-05-16",2009,"Africa_ODA","Current Prices",9139.7
"United States","Donor","DAC","Non-EU","2017-05-16",2009,"Africa_ODA_Bilateral","Current Prices",7506.05
"United States","Donor","DAC","Non-EU","2017-05-16",2009,"Bilat_ODA_Ex_Debt_Relief","Current Prices",24996.77
"United States","Donor","DAC","Non-EU","2017-05-16",2009,"Fragile_State_ODA","Current Prices",15220.69
"United States","Donor","DAC","Non-EU","2017-05-16",2009,"Fragile_State_ODA_Bilateral","Current Prices",13402.52
"United States","Donor","DAC","Non-EU","2017-05-16",2009,"GNI","Current Prices",14011000
"United States","Donor","DAC","Non-EU","2017-05-16",2009,"IA_Bilateral_ODA","Current Prices",25173.63
"United States","Donor","DAC","Non-EU","2017-05-16",2009,"IA6_Debt_Relief","Current Prices",176.86
